n_interven,personaje,texto,jornada,versos,n_versos
58,CLOTALDO," (Aparte. 
¡Válgame el cielo! ¿Qué escucho? 
Aun no sé determinarme
si tales sucesos son
ilusiones o verdades.
Esta espada es la que yo
dejé a la hermosa Violante, 
por señas que el que ceñida
la trujera, había de hallarme
amoroso como hijo,
y piadoso como padre.
Pues ¿qué he de hacer, ¡ay de mí!, 
en confusión semejante,
si quien la trae por favor
para su muerte la trae,
pues que sentenciado a muerte
llega a mis pies? ¡Qué notable 
confusión! ¡Qué triste hado!
¡Qué suerte tan inconstante!
Éste es mi hijo, y las señas
dicen bien con las señales
del corazón, que por verle 
llama el pecho, y en él bate

las alas, y no pudiendo
romper los candados, hace
lo que aquel que está encerrado,
y oyendo ruido en la calle 
se asoma por la ventana:
y él así, como no sabe
lo que pasa, y oye el ruido,
va a los ojos a asomarse,
que son ventanas del pecho 
por donde en lágrimas sale.
¿Qué he de hacer? ¡Válgame el cielo!
¿Qué he de hacer? Porque llevarle
al Rey es llevarle, ¡ay triste!,
a morir, pues ocultarle 
al Rey no puedo, conforme
a la ley del homenaje.
De una parte el amor propio,
y la lealtad de otra parte
me rinden. Pero ¿qué dudo? 
¿La lealtad al Rey no es antes
que la vida y que el honor?
Pues ella viva y él falte.
Fuera de que, si ahora atiendo
a que dijo que a vengarse 
viene de un agravio, hombre
que está agraviado, es infame.
No es mi hijo, no es mi hijo,
ni tiene mi noble sangre.
Pero si ya ha sucedido 

un peligro de quien nadie
se libró, porque el honor
es de materia tan fácil
que con una acción se quiebra
o se mancha con un aire, 
¿qué más puede hacer, qué más
el que es noble de su parte,
que a costa de tantos riesgos
haber venido a buscarle?
Mi hijo es, mi sangre tiene, 
pues tiene valor tan grande;
y así, entre una y otra duda,
el medio más importante
es irme al Rey, y decirle
que es mi hijo, y que le mate. 
Quizá la misma piedad
de mi honor podrá obligarle;
y si le merezco vivo,
yo le ayudaré a vengarse
de su agravio. Mas si el Rey, 
en sus rigores constante,
le da muerte, morirá
sin saber que soy su padre.)
Venid conmigo, extranjeros.
No temáis, no, de que os falte 
compañía en las desdichas;
pues en duda semejante
de vivir o de morir,
no sé cuáles son más grandes.",1,"[' (Aparte. ', '¡Válgame el cielo! ¿Qué escucho? ', 'Aun no sé determinarme', 'si tales sucesos son', 'ilusiones o verdades.', 'Esta espada es la que yo', 'dejé a la hermosa Violante, ', 'por señas que el que ceñida', 'la trujera, había de hallarme', 'amoroso como hijo,', 'y piadoso como padre.', 'Pues ¿qué he de hacer, ¡ay de mí!, ', 'en confusión semejante,', 'si quien la trae por favor', 'para su muerte la trae,', 'pues que sentenciado a muerte', 'llega a mis pies? ¡Qué notable ', 'confusión! ¡Qué triste hado!', '¡Qué suerte tan inconstante!', 'Éste es mi hijo, y las señas', 'dicen bien con las señales', 'del corazón, que por verle ', 'llama el pecho, y en él bate', 'las alas, y no pudiendo', 'romper los candados, hace', 'lo que aquel que está encerrado,', 'y oyendo ruido en la calle ', 'se asoma por la ventana:', 'y él así, como no sabe', 'lo que pasa, y oye el ruido,', 'va a los ojos a asomarse,', 'que son ventanas del pecho ', 'por donde en lágrimas sale.', '¿Qué he de hacer? ¡Válgame el cielo!', '¿Qué he de hacer? Porque llevarle', 'al Rey es llevarle, ¡ay triste!,', 'a morir, pues ocultarle ', 'al Rey no puedo, conforme', 'a la ley del homenaje.', 'De una parte el amor propio,', 'y la lealtad de otra parte', 'me rinden. Pero ¿qué dudo? ', '¿La lealtad al Rey no es antes', 'que la vida y que el honor?', 'Pues ella viva y él falte.', 'Fuera de que, si ahora atiendo', 'a que dijo que a vengarse ', 'viene de un agravio, hombre', 'que está agraviado, es infame.', 'No es mi hijo, no es mi hijo,', 'ni tiene mi noble sangre.', 'Pero si ya ha sucedido ', 'un peligro de quien nadie', 'se libró, porque el honor', 'es de materia tan fácil', 'que con una acción se quiebra', 'o se mancha con un aire, ', '¿qué más puede hacer, qué más', 'el que es noble de su parte,', 'que a costa de tantos riesgos', 'haber venido a buscarle?', 'Mi hijo es, mi sangre tiene, ', 'pues tiene valor tan grande;', 'y así, entre una y otra duda,', 'el medio más importante', 'es irme al Rey, y decirle', 'que es mi hijo, y que le mate. ', 'Quizá la misma piedad', 'de mi honor podrá obligarle;', 'y si le merezco vivo,', 'yo le ayudaré a vengarse', 'de su agravio. Mas si el Rey, ', 'en sus rigores constante,', 'le da muerte, morirá', 'sin saber que soy su padre.)', 'Venid conmigo, extranjeros.', 'No temáis, no, de que os falte ', 'compañía en las desdichas;', 'pues en duda semejante', 'de vivir o de morir,', 'no sé cuáles son más grandes.']",81
59,ASTOLFO,"    Bien al ver los excelentes 

rayos, que fueron cometas,
mezclan salvas diferentes
las cajas y las trompetas,
los pájaros y las fuentes;
    siendo con música igual, 
y con maravilla suma,
a tu vista celestial,
unos, clarines de pluma,
y otras, aves de metal;
    y así os saludan, señora, 
como a su reina las balas,
los pájaros como a Aurora,
las trompetas como a Palas,
y las flores como a Flora;
    porque sois, burlando el día, 
que ya la noche destierra,
Aurora en el alegría,
Flora en paz, Palas en guerra,
y reina en el alma mía.",1,"['    Bien al ver los excelentes ', 'rayos, que fueron cometas,', 'mezclan salvas diferentes', 'las cajas y las trompetas,', 'los pájaros y las fuentes;', '    siendo con música igual, ', 'y con maravilla suma,', 'a tu vista celestial,', 'unos, clarines de pluma,', 'y otras, aves de metal;', '    y así os saludan, señora, ', 'como a su reina las balas,', 'los pájaros como a Aurora,', 'las trompetas como a Palas,', 'y las flores como a Flora;', '    porque sois, burlando el día, ', 'que ya la noche destierra,', 'Aurora en el alegría,', 'Flora en paz, Palas en guerra,', 'y reina en el alma mía.']",20
60,ESTRELLA,"    Si la voz se ha de medir 
con las acciones humanas,
mal habéis hecho en decir
finezas tan cortesanas,
donde os pueda desmentir
    todo ese marcial trofeo 
con quien ya atrevida lucho;

pues no dicen, según creo,
las lisonjas que os escucho,
con los rigores que veo.
    Y advertid que es baja acción, 
que sólo a una fiera toca,
madre de engaño y traición,
el halagar con la boca
y matar con la intención.",1,"['    Si la voz se ha de medir ', 'con las acciones humanas,', 'mal habéis hecho en decir', 'finezas tan cortesanas,', 'donde os pueda desmentir', '    todo ese marcial trofeo ', 'con quien ya atrevida lucho;', 'pues no dicen, según creo,', 'las lisonjas que os escucho,', 'con los rigores que veo.', '    Y advertid que es baja acción, ', 'que sólo a una fiera toca,', 'madre de engaño y traición,', 'el halagar con la boca', 'y matar con la intención.']",15
61,ASTOLFO,"    Muy mal informada estáis, 
Estrella, pues que la fe
de mis finezas dudáis,
y os suplico que me oigáis
la causa, a ver si la sé.
    Falleció Eustorgio tercero, 
Rey de Polonia, quedó
Basilio por heredero,
y dos hijas, de quien yo
y vos nacimos. No quiero
    cansar con lo que no tiene 
lugar aquí. Clorilene,
vuestra madre y mi señora,
que en mejor imperio agora
dosel de luceros tiene,
    fue la mayor, de quien vos 
sois hija. Fue la segunda,
madre y tía de los dos,
la gallarda Recisunda,
que guarde mil años Dios.
    Casó en Moscovia, de quien 
nací yo. Volver agora
al otro principio es bien.
Basilio, que ya, señora,
se rinde al común desdén
    del tiempo, más inclinado 
a los estudios que dado
a mujeres, enviudó
sin hijos; y vos y yo
aspiramos a este estado.

    Vos alegáis que habéis sido 
hija de hermana mayor;
yo, que varón he nacido,
y aunque de hermana menor,
os debo ser preferido.
    Vuestra intención y la mía 
a nuestro tío contamos.
Él respondió que quería
componernos, y aplazamos
este puesto y este día.
    Con esta intención salí 
de Moscovia y de su tierra;
con ésta llegué hasta aquí,
en vez de haceros yo guerra,
a que me la hagáis a mí.
    ¡Oh, quiera Amor, sabio dios, 
que el vulgo, astrólogo cierto,
hoy lo sea con los dos,
y que pare este concierto
en que seáis reina vos,
    pero reina en mi albedrío, 
dándoos, para más honor,
su corona nuestro tío,
sus triunfos vuestro valor,
y su imperio el amor mío!",1,"['    Muy mal informada estáis, ', 'Estrella, pues que la fe', 'de mis finezas dudáis,', 'y os suplico que me oigáis', 'la causa, a ver si la sé.', '    Falleció Eustorgio tercero, ', 'Rey de Polonia, quedó', 'Basilio por heredero,', 'y dos hijas, de quien yo', 'y vos nacimos. No quiero', '    cansar con lo que no tiene ', 'lugar aquí. Clorilene,', 'vuestra madre y mi señora,', 'que en mejor imperio agora', 'dosel de luceros tiene,', '    fue la mayor, de quien vos ', 'sois hija. Fue la segunda,', 'madre y tía de los dos,', 'la gallarda Recisunda,', 'que guarde mil años Dios.', '    Casó en Moscovia, de quien ', 'nací yo. Volver agora', 'al otro principio es bien.', 'Basilio, que ya, señora,', 'se rinde al común desdén', '    del tiempo, más inclinado ', 'a los estudios que dado', 'a mujeres, enviudó', 'sin hijos; y vos y yo', 'aspiramos a este estado.', '    Vos alegáis que habéis sido ', 'hija de hermana mayor;', 'yo, que varón he nacido,', 'y aunque de hermana menor,', 'os debo ser preferido.', '    Vuestra intención y la mía ', 'a nuestro tío contamos.', 'Él respondió que quería', 'componernos, y aplazamos', 'este puesto y este día.', '    Con esta intención salí ', 'de Moscovia y de su tierra;', 'con ésta llegué hasta aquí,', 'en vez de haceros yo guerra,', 'a que me la hagáis a mí.', '    ¡Oh, quiera Amor, sabio dios, ', 'que el vulgo, astrólogo cierto,', 'hoy lo sea con los dos,', 'y que pare este concierto', 'en que seáis reina vos,', '    pero reina en mi albedrío, ', 'dándoos, para más honor,', 'su corona nuestro tío,', 'sus triunfos vuestro valor,', 'y su imperio el amor mío!']",55
62,ESTRELLA,"    A tan cortés bizarría 
menos mi pecho no muestra,
pues la imperial monarquía,

para sólo hacerla vuestra,
me holgara que fuese mía;
    aunque no está satisfecho 
mi amor de que sois ingrato
si en cuanto decís, sospecho
que os desmiente ese retrato
que está pendiente del pecho.",1,"['    A tan cortés bizarría ', 'menos mi pecho no muestra,', 'pues la imperial monarquía,', 'para sólo hacerla vuestra,', 'me holgara que fuese mía;', '    aunque no está satisfecho ', 'mi amor de que sois ingrato', 'si en cuanto decís, sospecho', 'que os desmiente ese retrato', 'que está pendiente del pecho.']",10
63,ASTOLFO,"    Satisfaceros intento 
con él... Mas lugar no da
tanto sonoro instrumento,
que avisa que sale ya
el Rey con su parlamento.",1,"['    Satisfaceros intento ', 'con él... Mas lugar no da', 'tanto sonoro instrumento,', 'que avisa que sale ya', 'el Rey con su parlamento.']",5
64,ESTRELLA,    Sabio Tales...,1,['    Sabio Tales...'],1
65,ASTOLFO,"Docto Euclides...
",1,['Docto Euclides...'],1
66,ESTRELLA,que entre signos...,1,['que entre signos...'],1
67,ASTOLFO,que entre estrellas...,1,['que entre estrellas...'],1
68,ESTRELLA,hoy gobiernas...,1,['hoy gobiernas...'],1
69,ASTOLFO,hoy resides...,1,['hoy resides...'],1
70,ESTRELLA,y sus caminos...,1,['y sus caminos...'],1
71,ASTOLFO,sus huellas...,1,['sus huellas...'],1
72,ESTRELLA,describes...,1,['describes...'],1
73,ASTOLFO,tasas y mides...,1,['tasas y mides...'],1
74,ESTRELLA,    deja que en humildes lazos... ,1,['    deja que en humildes lazos... '],1
75,ASTOLFO,deja que en tiernos abrazos...,1,['deja que en tiernos abrazos...'],1
76,ESTRELLA,yedra dese tronco sea...,1,['yedra dese tronco sea...'],1
77,ASTOLFO,rendido a tus pies me vea.,1,['rendido a tus pies me vea.'],1
78,BASILIO,"Sobrinos, dadme los brazos,
    y creed, pues que leales 
a mi precepto amoroso,
venís con afectos tales,
que a nadie deje quejoso,
y los dos quedéis iguales.
    Y así, cuando me confieso 
rendido al prolijo peso,
sólo os pido en la ocasión
silencio, que admiración
ha de pedirla el suceso.
    Ya sabéis (estadme atentos 
amados sobrinos míos,
corte ilustre de Polonia,
vasallos, deudos y amigos),
ya sabéis que yo en el mundo
por mi ciencia he merecido 
el sobrenombre de docto;
pues, contra el tiempo y olvido,
los pinceles de Timantes,
los mármoles de Lisipo,
en el ámbito del orbe 
me aclaman el gran Basilio.
Ya sabéis que son las ciencias
que más curso y más estimo,
matemáticas sutiles,
por quien al tiempo le quito, 
por quien a la fama rompo
la jurisdicción y oficio
de enseñar más cada día;
pues cuando en mis tablas miro

presentes las novedades 
de los venideros siglos,
le gano al tiempo las gracias
de contar lo que yo he dicho.
Esos círculos de nieve,
esos doseles de vidrio, 
que el sol ilumina a rayos,
que parte la luna a giros,
esos orbes de diamantes,
esos globos cristalinos,
que las estrellas adornan 
y que campean los signos,
son el estudio mayor
de mis años, son los libros
donde en papel de diamante,
en cuadernos de zafiros, 
escribe con líneas de oro,
en caracteres distintos,
el cielo nuestros sucesos,
ya adversos o ya benignos.
Estos leo tan veloz, 
que con mi espíritu sigo
sus rápidos movimientos
por rumbos y por caminos.
¡Pluguiera al cielo, primero
que mi ingenio hubiera sido 
de sus márgenes comento
y de sus hojas registro,
hubiera sido mi vida
el primero desperdicio
de sus iras, y que en ellas 
mi tragedia hubiera sido,
porque de los infelices
aun el mérito es cuchillo,
que a quien le daña el saber,
homicida es de sí mismo! 
Dígalo yo, aunque mejor
lo dirán sucesos míos,

para cuya admiración
otra vez silencio os pido.
En Clorilene, mi esposa, 
tuve un infelice hijo,
en cuyo parto los cielos
se agotaron de prodigios,
antes que a la luz hermosa
le diese el sepulcro vivo 
de un vientre, porque el nacer
y el morir son parecidos.
Su madre infinitas veces,
entre ideas y delirios
del sueño, vio que rompía 
sus entrañas atrevido
un monstruo en forma de ho[m]bre,
y entre su sangre teñido
le daba muerte, naciendo
víbora humana del siglo. 
Llegó de su parto el día,
y los presagios cumplidos
(porque tarde o nunca son
mentirosos los impíos),
nació en horóscopo tal, 
que el sol, en su sangre tinto,
entraba sañudamente
con la luna en desafío;
y siendo valla la tierra,
los dos faroles divinos 

a luz entera luchaban,
ya que no a brazo partido.
El mayor, el más horrendo
eclipse que ha padecido
el sol, después que con sangre 
lloró la muerte de Cristo,
éste fue, porque, anegado
el orbe entre incendios vivos,
presumió que padecía
el último parasismo. 
Los cielos se escurecieron,
temblaron los edificios,
llovieron piedras las nubes,
corrieron sangre los ríos.
En este mísero, en este 
mortal planeta o signo,
nació Segismundo dando
de su condición indicios,
pues dio la muerte a su madre,
con cuya fiereza dijo: 
«Ho[m]bre soy, pues que ya empiezo
a pagar mal beneficios.»
Yo, acudiendo a mis estudios,
en ellos y en todo miro
que Segismundo sería 
el hombre más atrevido,
el príncipe más crüel
y el monarca más impío,
por quien su reino vendría
a ser parcial y diviso, 
escuela de las traiciones
y academia de los vicios;
y él, de su furor llevado,
entre asombros y delitos,
había de poner en mí 
las plantas, y yo rendido
a sus pies me había de ver
(¡con qué congoja lo digo!),

siendo alfombra de sus plantas
las canas del rostro mío. 
¿Quién no da crédito al daño,
y más al daño que ha visto
en su estudio, donde hace
el amor propio su oficio?
Pues dando crédito yo 
a los hados, que adivinos
me pronosticaban daños
en fatales vaticinios,
determiné de encerrar
la fiera que había nacido, 
por ver si el sabio tenía
en las estrellas dominio.
Publicóse que el Infante
nació muerto; y, prevenido,
hice labrar una torre 
entre las peñas y riscos
desos montes, donde apenas
la luz ha hallado camino,
por defenderle la entrada
sus rústicos obeliscos. 
Las graves penas y leyes,
que con públicos editos
declararon que ninguno
entrase a un vedado sitio
del monte, se ocasionaron 
de las causas que os he dicho.
Allí Segismundo vive
mísero, pobre y cautivo,
adonde solo Clotaldo
le ha hablado, tratado y visto. 
Éste le ha enseñado ciencias;
éste en la ley le ha instrüido
católica, siendo solo
de sus miserias testigo.
Aquí hay tres cosas: la una 
que yo, Polonia, os estimo

tanto que os quiero librar
de la opresión y servicio
de un rey tirano, porque
no fuera señor benigno 
el que a su patria y su imperio
pusiera en tanto peligro.
La otra es considerar
que si a mi sangre le quito
el derecho que le dieron 
humano fuero y divino,
no es cristiana caridad;
pues ninguna ley ha dicho
que por reservar yo a otro
de tirano y de atrevido, 
pueda yo serlo, supuesto
que si es tirano mi hijo,
porque él delitos no haga,
vengo yo a hacer los delitos.
Es la última y tercera 
el ver cuánto yerro ha sido
dar crédito fácilmente
a los sucesos previstos;
pues aunque su inclinación
le dicte sus precipicios, 
quizá no le vencerán,
porque el hado más esquivo,
la inclinación más violenta,
el planeta más impío,
sólo el albedrío inclinan, 
no fuerzan el albedrío. Y así,
entre una y otra causa
vacilante y discursivo,
previne un remedio tal
que os suspenda los sentidos. 

Yo he de ponerle mañana
sin que él sepa que es mi hijo
y rey vuestro, a Segismundo
(que aqueste su nombre ha sido)
en mi dosel, en mi silla, 
y, en fin, en el lugar mío,
donde os gobierne y os mande,
y donde todos rendidos
la obediencia le juréis;
pues con aquesto consigo 
tres cosas, con que respondo
a las otras tres que he dicho.
Es la primera, que siendo
prudente, cuerdo y benigno,
desmintiendo en todo al hado 
que dél tantas cosas dijo,
gozaréis el natural
príncipe vuestro, que ha sido
cortesano de unos montes,
y de sus fieras vecino. 
Es la segunda, que si él,
soberbio, osado, atrevido
y crüel, con rienda suelta
corre el campo de sus vicios,
habré yo piadoso entonces 
con mi obligación cumplido;
y luego en desposeerle
haré como rey invicto,
siendo el volverle a la cárcel
no crueldad, sino castigo. 
Es la tercera, que siendo
el príncipe como os digo,
por lo que os amo, vasallos,
os daré reyes más dignos
de la corona y el cetro, 
pues serán mis dos sobrinos;
juntando en uno el derecho
de los dos, y convenidos

con la fe del matrimonio
tendrán lo que han merecido. 
Esto como rey os mando,
esto como padre os pido,
esto como sabio os ruego,
esto como anciano os digo;
y si el Séneca español 
que era humilde esclavo, dijo,
de su república un rey,
como esclavo os lo suplico.",1,"['Sobrinos, dadme los brazos,', '    y creed, pues que leales ', 'a mi precepto amoroso,', 'venís con afectos tales,', 'que a nadie deje quejoso,', 'y los dos quedéis iguales.', '    Y así, cuando me confieso ', 'rendido al prolijo peso,', 'sólo os pido en la ocasión', 'silencio, que admiración', 'ha de pedirla el suceso.', '    Ya sabéis (estadme atentos ', 'amados sobrinos míos,', 'corte ilustre de Polonia,', 'vasallos, deudos y amigos),', 'ya sabéis que yo en el mundo', 'por mi ciencia he merecido ', 'el sobrenombre de docto;', 'pues, contra el tiempo y olvido,', 'los pinceles de Timantes,', 'los mármoles de Lisipo,', 'en el ámbito del orbe ', 'me aclaman el gran Basilio.', 'Ya sabéis que son las ciencias', 'que más curso y más estimo,', 'matemáticas sutiles,', 'por quien al tiempo le quito, ', 'por quien a la fama rompo', 'la jurisdicción y oficio', 'de enseñar más cada día;', 'pues cuando en mis tablas miro', 'presentes las novedades ', 'de los venideros siglos,', 'le gano al tiempo las gracias', 'de contar lo que yo he dicho.', 'Esos círculos de nieve,', 'esos doseles de vidrio, ', 'que el sol ilumina a rayos,', 'que parte la luna a giros,', 'esos orbes de diamantes,', 'esos globos cristalinos,', 'que las estrellas adornan ', 'y que campean los signos,', 'son el estudio mayor', 'de mis años, son los libros', 'donde en papel de diamante,', 'en cuadernos de zafiros, ', 'escribe con líneas de oro,', 'en caracteres distintos,', 'el cielo nuestros sucesos,', 'ya adversos o ya benignos.', 'Estos leo tan veloz, ', 'que con mi espíritu sigo', 'sus rápidos movimientos', 'por rumbos y por caminos.', '¡Pluguiera al cielo, primero', 'que mi ingenio hubiera sido ', 'de sus márgenes comento', 'y de sus hojas registro,', 'hubiera sido mi vida', 'el primero desperdicio', 'de sus iras, y que en ellas ', 'mi tragedia hubiera sido,', 'porque de los infelices', 'aun el mérito es cuchillo,', 'que a quien le daña el saber,', 'homicida es de sí mismo! ', 'Dígalo yo, aunque mejor', 'lo dirán sucesos míos,', 'para cuya admiración', 'otra vez silencio os pido.', 'En Clorilene, mi esposa, ', 'tuve un infelice hijo,', 'en cuyo parto los cielos', 'se agotaron de prodigios,', 'antes que a la luz hermosa', 'le diese el sepulcro vivo ', 'de un vientre, porque el nacer', 'y el morir son parecidos.', 'Su madre infinitas veces,', 'entre ideas y delirios', 'del sueño, vio que rompía ', 'sus entrañas atrevido', 'un monstruo en forma de ho[m]bre,', 'y entre su sangre teñido', 'le daba muerte, naciendo', 'víbora humana del siglo. ', 'Llegó de su parto el día,', 'y los presagios cumplidos', '(porque tarde o nunca son', 'mentirosos los impíos),', 'nació en horóscopo tal, ', 'que el sol, en su sangre tinto,', 'entraba sañudamente', 'con la luna en desafío;', 'y siendo valla la tierra,', 'los dos faroles divinos ', 'a luz entera luchaban,', 'ya que no a brazo partido.', 'El mayor, el más horrendo', 'eclipse que ha padecido', 'el sol, después que con sangre ', 'lloró la muerte de Cristo,', 'éste fue, porque, anegado', 'el orbe entre incendios vivos,', 'presumió que padecía', 'el último parasismo. ', 'Los cielos se escurecieron,', 'temblaron los edificios,', 'llovieron piedras las nubes,', 'corrieron sangre los ríos.', 'En este mísero, en este ', 'mortal planeta o signo,', 'nació Segismundo dando', 'de su condición indicios,', 'pues dio la muerte a su madre,', 'con cuya fiereza dijo: ', '«Ho[m]bre soy, pues que ya empiezo', 'a pagar mal beneficios.»', 'Yo, acudiendo a mis estudios,', 'en ellos y en todo miro', 'que Segismundo sería ', 'el hombre más atrevido,', 'el príncipe más crüel', 'y el monarca más impío,', 'por quien su reino vendría', 'a ser parcial y diviso, ', 'escuela de las traiciones', 'y academia de los vicios;', 'y él, de su furor llevado,', 'entre asombros y delitos,', 'había de poner en mí ', 'las plantas, y yo rendido', 'a sus pies me había de ver', '(¡con qué congoja lo digo!),', 'siendo alfombra de sus plantas', 'las canas del rostro mío. ', '¿Quién no da crédito al daño,', 'y más al daño que ha visto', 'en su estudio, donde hace', 'el amor propio su oficio?', 'Pues dando crédito yo ', 'a los hados, que adivinos', 'me pronosticaban daños', 'en fatales vaticinios,', 'determiné de encerrar', 'la fiera que había nacido, ', 'por ver si el sabio tenía', 'en las estrellas dominio.', 'Publicóse que el Infante', 'nació muerto; y, prevenido,', 'hice labrar una torre ', 'entre las peñas y riscos', 'desos montes, donde apenas', 'la luz ha hallado camino,', 'por defenderle la entrada', 'sus rústicos obeliscos. ', 'Las graves penas y leyes,', 'que con públicos editos', 'declararon que ninguno', 'entrase a un vedado sitio', 'del monte, se ocasionaron ', 'de las causas que os he dicho.', 'Allí Segismundo vive', 'mísero, pobre y cautivo,', 'adonde solo Clotaldo', 'le ha hablado, tratado y visto. ', 'Éste le ha enseñado ciencias;', 'éste en la ley le ha instrüido', 'católica, siendo solo', 'de sus miserias testigo.', 'Aquí hay tres cosas: la una ', 'que yo, Polonia, os estimo', 'tanto que os quiero librar', 'de la opresión y servicio', 'de un rey tirano, porque', 'no fuera señor benigno ', 'el que a su patria y su imperio', 'pusiera en tanto peligro.', 'La otra es considerar', 'que si a mi sangre le quito', 'el derecho que le dieron ', 'humano fuero y divino,', 'no es cristiana caridad;', 'pues ninguna ley ha dicho', 'que por reservar yo a otro', 'de tirano y de atrevido, ', 'pueda yo serlo, supuesto', 'que si es tirano mi hijo,', 'porque él delitos no haga,', 'vengo yo a hacer los delitos.', 'Es la última y tercera ', 'el ver cuánto yerro ha sido', 'dar crédito fácilmente', 'a los sucesos previstos;', 'pues aunque su inclinación', 'le dicte sus precipicios, ', 'quizá no le vencerán,', 'porque el hado más esquivo,', 'la inclinación más violenta,', 'el planeta más impío,', 'sólo el albedrío inclinan, ', 'no fuerzan el albedrío. Y así,', 'entre una y otra causa', 'vacilante y discursivo,', 'previne un remedio tal', 'que os suspenda los sentidos. ', 'Yo he de ponerle mañana', 'sin que él sepa que es mi hijo', 'y rey vuestro, a Segismundo', '(que aqueste su nombre ha sido)', 'en mi dosel, en mi silla, ', 'y, en fin, en el lugar mío,', 'donde os gobierne y os mande,', 'y donde todos rendidos', 'la obediencia le juréis;', 'pues con aquesto consigo ', 'tres cosas, con que respondo', 'a las otras tres que he dicho.', 'Es la primera, que siendo', 'prudente, cuerdo y benigno,', 'desmintiendo en todo al hado ', 'que dél tantas cosas dijo,', 'gozaréis el natural', 'príncipe vuestro, que ha sido', 'cortesano de unos montes,', 'y de sus fieras vecino. ', 'Es la segunda, que si él,', 'soberbio, osado, atrevido', 'y crüel, con rienda suelta', 'corre el campo de sus vicios,', 'habré yo piadoso entonces ', 'con mi obligación cumplido;', 'y luego en desposeerle', 'haré como rey invicto,', 'siendo el volverle a la cárcel', 'no crueldad, sino castigo. ', 'Es la tercera, que siendo', 'el príncipe como os digo,', 'por lo que os amo, vasallos,', 'os daré reyes más dignos', 'de la corona y el cetro, ', 'pues serán mis dos sobrinos;', 'juntando en uno el derecho', 'de los dos, y convenidos', 'con la fe del matrimonio', 'tendrán lo que han merecido. ', 'Esto como rey os mando,', 'esto como padre os pido,', 'esto como sabio os ruego,', 'esto como anciano os digo;', 'y si el Séneca español ', 'que era humilde esclavo, dijo,', 'de su república un rey,', 'como esclavo os lo suplico.']",255
